date,category,event,direction,importance,note,source
20260428,매크로,반도체 수요 증가로 SK하이닉스 주가 상승 지속,+,H,,대신증권 리포트 20260428
20260430,주주환원,현금ㆍ현물배당 결정,+,H,,SK스퀘어 홈페이지 IR자료실 20260430
20260514,실적발표,"SK스퀘어, 2026년 1분기 실적 발표",?,M,,SK스퀘어 홈페이지 뉴스룸 20260514
20260514,실적발표,Q1 ’26 Portfolio Update,?,M,,SK스퀘어 홈페이지 IR자료실 20260514
20260519,증권사리포트,"SK증권 목표주가 1,450,000원으로 상향 (매수 유지)",+,H,이전 74만원,SK증권 리포트 20260519
20260522,증권사리포트,"대신증권 SK스퀘어 목표주가 1,000,000원 유지 (매수)",?,L,,대신증권 리포트 20260526
20260524,증권사리포트,"대신증권 목표주가 1,500,000원으로 상향 (매수 유지)",+,L,"기존 1,000,000원",대신증권 리포트 20260618
20260526,증권사리포트,"대신증권 SK스퀘어 목표주가 1,500,000원으로 상향 (매수 유지)",+,H,"기존 1,000,000원 대비 상향",대신증권 리포트 20260526
20260601,매크로,"금투협, SK하이닉스 시가총액 비중 21.3%로 공지 (5월 반영)",+,M,스퀘어의 대안 투자 매력,대신증권 리포트 20260618
20260618,증권사리포트,"대신증권 목표주가 1,870,000원으로 상향 (매수 유지)",+,M,"기존 1,500,000원",대신증권 리포트 20260618
20260618,주주환원,"2026년 주주환원 3.1천억원 발표 (현금배당 2천억, 자사주 1.1천억)",+,H,"첫 현금배당, 비과세",대신증권 리포트 20260618
