date,skq_ret,nav_discount_pct,nav_discount_delta,category,event,direction,importance,note,source
20240125,-0.5,74,-0.5,SK하이닉스,SK하이닉스 4Q23 영업이익 흑자전환 성공,+,M,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",SK증권 리포트 20240205
20240125,-0.5,74,-0.5,SK하이닉스,SK하이닉스 2024년부터 본격 실적 턴어라운드 전망 및 배당 증가 기대,+,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",SK증권 리포트 20240205
20240126,0.9,73.6,-0.4,밸류업,"정부 '기업 밸류업 프로그램' 발표, 저 PBR 종목 주가 상승",+,H,"Direction: 정부 밸류업 정책 중에서도 SK스퀘어가 모범사례로 특히 부각되며 재평가
Importance: 밸류업 테마 내 SK스퀘어 고유의 초과 재평가 요인",SK증권 리포트 20240205
20240201,3.28,71.3,-1.2,자회사,SK플래닛 6천억원 규모 유상증자 성공적 완료,?,M,"Direction: SK스퀘어에 현금 유입
Importance: 주주환원 재원 및 NAV 할인율 축소 기대 요인",SK증권 리포트 20250226
20240201,3.28,71.3,-1.2,자회사,디지털터빈으로부터 1천만달러 투자 유치 (향후 추가 예정),+,M,"Direction: SK스퀘어에 현금 유입
Importance: 주주환원 재원 및 NAV 할인율 축소 기대 요인",대신증권 리포트 20240814
20240201,3.28,71.3,-1.2,자회사,"원스토어, 디지털터빈으로부터 1천만달러 유치",+,L,"Direction: SK스퀘어에 현금 유입
Importance: 주주환원 재원 및 NAV 할인율 축소 기대 요인",대신증권 리포트 20240226
20240201,3.28,71.3,-1.2,실적발표,"2023년 연간 매출 22.7조원, 영업적자 2.3조원 기록 발표",-,H,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",대신증권 리포트 20240814
20240205,-0.34,68.1,-0.4,주주환원,"자기주식 27,930주 상여로 처분",?,L,"Direction: 핵심 주주환원 정책 (자사주 매입·소각)
Importance: NAV 할인율 축소를 위한 대표적 주주환원 수단",현대차증권 리포트 20250711
20240205,-0.34,68.1,-0.4,증권사리포트,"BNK투자증권 투자의견 '매수' 상향, 목표주가 49,000원 유지",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",BNK투자증권 리포트 20240625
20240205,-0.34,68.1,-0.4,증권사리포트,"SK증권 목표주가 74,000원 상향 (매수 유지)",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",SK증권 리포트 20240205
20240207,6.09,65.6,-2,실적발표,2023년 연간 실적 발표 (당기순손실 기록),-,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK증권 리포트 20240329
20240208,-1.51,67.1,1.5,실적발표,SK스퀘어 2023년 및 4Q23 실적 발표 (영업적자),-,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK증권 리포트 20240226
20240223,-4.94,68.3,2.5,실적발표,Q4 ’23 Portfolio Update,?,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK스퀘어 홈페이지 IR자료실 20240223
20240223,-4.94,68.3,2.5,증권사리포트,"대신증권 목표주가 84,000원으로 상향 (매수 유지)",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",대신증권 리포트 20240517
20240223,-4.94,68.3,2.5,실적발표,"SK스퀘어, 2023년 연간 실적 발표",?,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK스퀘어 홈페이지 뉴스룸 20240223
20240223,-4.94,68.3,2.5,자회사,SK하이닉스 지분가치 2.9조원 상승으로 주당NAV 17% 상승,+,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",대신증권 리포트 20240226
20240223,-4.94,68.3,2.5,NAV 할인율,NAV 대비 할인율 70%로 축소 (4Q23 74% 대비),+,M,"Direction: 별도 기준 본사의 일반적 사항
Importance: SK스퀘어 주가의 저평가 현황을 조명",대신증권 리포트 20240226
20240223,-4.94,68.3,2.5,증권사리포트,대신증권 목표주가 84000원 (매수) 상향,+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",대신증권 리포트 20241122
20240226,-2.89,69.3,1,증권사리포트,"흥국증권 목표주가 85,000원으로 상향 (매수 유지)",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",흥국증권 리포트 20241118
20240226,-2.89,69.3,1,SK하이닉스,4Q23 하이닉스 영업이익 3.5천억원 흑자전환 및 1Q24 지분법손익 흑자전환 전망,+,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",대신증권 리포트 20240226
20240226,-2.89,69.3,1,증권사리포트,"흥국증권 SK스퀘어 목표주가 85,000원 (매수) 상향",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",흥국증권 리포트 20250227
20240226,-2.89,69.3,1,밸류업,정부 '기업 밸류업 프로그램' 발표로 NAV 할인율 축소 기대,+,H,"Direction: 정부 밸류업 정책 중에서도 SK스퀘어가 모범사례로 특히 부각되며 재평가
Importance: 밸류업 테마 내 SK스퀘어 고유의 초과 재평가 요인",흥국증권 리포트 20240226
20240226,-2.89,69.3,1,SK하이닉스,4Q23 하이닉스 당기순손실로 지분법손실 발생,-,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",대신증권 리포트 20240226
20240226,-2.89,69.3,1,실적발표,"4Q23 영업수익 6.3천억원(-15% yoy), 영업이익 -4.1천억원(적자)",-,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",대신증권 리포트 20240226
20240226,-2.89,69.3,1,밸류업,정부 기업 밸류업 프로그램 실시 발표,+,H,"Direction: 정부 밸류업 정책 중에서도 SK스퀘어가 모범사례로 특히 부각되며 재평가
Importance: 밸류업 테마 내 SK스퀘어 고유의 초과 재평가 요인",SK증권 리포트 20240226
20240227,-2.97,68.9,-0.4,증권사리포트,"BNK투자증권 투자의견 '매수' 상향 및 목표주가 87,000원으로 상향",+,H,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",BNK투자증권 리포트 20241127
20240227,-2.97,68.9,-0.4,증권사리포트,"BNK투자증권 목표주가 87,000원으로 상향 (매수 전환)",+,H,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",BNK투자증권 리포트 20240625
20240229,2.79,67.2,-1.1,증권사리포트,"현대차증권 목표주가 110,000원으로 하향 (BUY 유지)",-,M,"Direction: 기존 투자의견 유지, 목표주가 하향 조정
Importance: 펀더멘털 둔화를 반영한 목표주가 조정",현대차증권 리포트 20251202
20240301,,,,자회사,11번가 2024년 3월부터 13개월 연속 월간 영업이익 흑자,+,M,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",대신증권 리포트 20250516
20240301,,,,자회사,"11번가, 24.3월부터 4개월 연속 오픈마켓 월별 흑자 전환",+,M,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",대신증권 리포트 20240814
20240305,0.71,68.4,-0.3,증권사리포트,"BNK투자증권 목표주가 87,000원으로 유지 (매수 유지)",?,M,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",BNK투자증권 리포트 20240625
20240328,,,,주주환원,"1,000억원 자사주 매입 공시 (Batch 3)",+,H,"Direction: SK스퀘어에 현금 유입
Importance: NAV 할인율 축소를 위한 대표적 주주환원 수단",공시
20240329,0.51,67.4,0.6,증권사리포트,"SK증권 목표주가 92,000원으로 상향 (매수 유지)",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",SK증권 리포트 20240329
20240331,,,,SK하이닉스,SK스퀘어 1Q24 지분법손익 흑자전환 전망,+,M,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",대신증권 리포트 20240226
20240331,,,,자회사,11번가 오픈마켓 월별 흑자 달성,+,M,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",대신증권 리포트 20240517
20240331,,,,자회사,11번가 오픈마켓 3월 이후 7개월 연속 월별 영업이익 흑자,+,M,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",유안타증권 리포트 20241119
20240401,-4.43,69.2,1.8,Harvest,"크래프톤 매각대금 2,625억원 확보",+,L,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",SK증권 리포트 20240814
20240402,,,,주주환원,"2,000억원 규모 자사주 소각 완료 (Batch 2)",+,M,"Direction: 기보유 자사주를 활용한 자본효율성 개선
Importance: NAV 할인율 축소 실현",공시
20240403,-0.91,67.9,-0.7,증권사리포트,"BNK투자증권 목표주가 87,000원으로 상향 (매수 유지)",+,H,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",BNK투자증권 리포트 20240625
20240405,-3.21,68.8,0.3,증권사리포트,"BNK투자증권 목표주가 97,000원으로 상향 (매수 유지)",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",BNK투자증권 리포트 20241127
20240409,0.27,69.4,0.1,기타,KOSPI 저점 기록 후 SK스퀘어 주가 상승 시작,+,H,"Direction: 주가 마일스톤에 대한 시장의 관심 반영
Importance: 특정 사건이 아닌 주가 흐름 자체에 대한 언급",현대차증권 리포트 20250711
20240423,3.64,63.9,-1.4,Harvest,"크래프톤 지분 전량 2,625억 원에 매각 완료",+,H,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",유안타증권 리포트 20240527
20240430,-2.92,67.1,0.7,Harvest,크래프톤 지분 매각 (약 2천억원 현금 확보),+,M,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",현대차증권 리포트 20240820
20240502,,67.7,,증권사리포트,"BNK투자증권 목표주가 97,000원으로 상향 (매수 유지)",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",BNK투자증권 리포트 20240625
20240508,2.21,66.8,-1,증권사리포트,"BNK투자증권 목표주가 97,000원 유지 (매수 유지)",+,L,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",BNK투자증권 리포트 20240625
20240516,,68.1,,실적발표,Q1 ’24 Portfolio Update,?,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK스퀘어 홈페이지 IR자료실 20240516
20240516,,68.1,,실적발표,"1Q24 영업수익 5천억원(-15% YoY), OP 3.2천억원(흑전 YoY) 발표",+,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",대신증권 리포트 20240517
20240516,,68.1,,실적발표,"SK스퀘어, 2024년 1분기 실적 발표",?,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK스퀘어 홈페이지 뉴스룸 20240516
20240516,,68.1,,SK하이닉스,1Q24 SK하이닉스 흑자전환 (지분법이익 흑자전환),+,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",대신증권 리포트 20240517
20240517,1.73,67.1,-1,증권사리포트,대신증권 목표주가 96000원 (매수) 상향,+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",대신증권 리포트 20241122
20240517,1.73,67.1,-1,증권사리포트,"대신증권 목표주가 96,000원으로 상향 (매수 의견 유지)",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",대신증권 리포트 20250516
20240527,-0.7,67.7,0.6,자회사,티맵모빌리티 1Q24 MAU 및 매출액 고성장 발표,+,M,"Direction: 비핵심자산의 비재무지표
Importance: 비핵심자산의 일반적 사항",유안타증권 리포트 20240527
20240527,-0.7,67.7,0.6,자회사,원스토어 1Q24 매출액 6개 분기만에 턴어라운드 발표,+,M,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",유안타증권 리포트 20240527
20240527,-0.7,67.7,0.6,증권사리포트,"유안타증권 목표주가 100,000원 유지 (BUY 유지)",+,L,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",유안타증권 리포트 20241119
20240527,-0.7,67.7,0.6,자회사,11번가 1Q24 영업손실 축소 (195억 원),+,M,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",유안타증권 리포트 20240527
20240527,-0.7,67.7,0.6,실적발표,"1Q24 연결 영업이익 흑자전환 (3,238억 원) 달성",+,H,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",유안타증권 리포트 20240527
20240527,-0.7,67.7,0.6,SK하이닉스,SK하이닉스 흑자전환으로 SK스퀘어 지분법손익 개선,+,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",유안타증권 리포트 20240527
20240529,-2.64,69.3,0.9,ESG,"SK스퀘어, ‘23년 사회적가치 3,874억원 창출 성과",?,L,"Direction: ESG 인증·성과가 주가 방향성에 미치는 영향은 제한적
Importance: 기업 이미지 제고 효과는 있으나 일별 주가 영향은 미미",SK스퀘어 홈페이지 뉴스룸 20240529
20240603,0.77,69.3,0.4,이사회,"자기주식 1,848주 사외이사 보수로 처분",?,L,"Direction: 이사회와 주주간 Aligned Interest
Importance: SK스퀘어 기업규모 대비 소규모",현대차증권 리포트 20250711
20240618,2.98,68.8,0.4,증권사리포트,"흥국증권 목표주가 120,000원으로 상향 (매수 유지)",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",흥국증권 리포트 20241118
20240618,2.98,68.8,0.4,증권사리포트,"흥국증권 SK스퀘어 목표주가 120,000원 (매수) 상향",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",흥국증권 리포트 20250227
20240618,2.98,68.8,0.4,증권사리포트,"흥국증권 목표주가 120,000원으로 신규 제시 (BUY)",+,M,"Direction: 투자의견 매수, 목표주가 신규 제시
Importance: Initiation Report",흥국증권 리포트 20260518
20240625,4.82,66.9,-1.3,증권사리포트,"BNK투자증권 목표주가 125,000원으로 상향 (매수 유지)",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",BNK투자증권 리포트 20241127
20240703,1.05,67.9,0.1,이사회,주주명부폐쇄기간 또는 기준일 설정,?,L,"Direction: 별도 기준 본사의 일반적인 사항
Importance: 주가 방향성에는 영향이 제한적이나 일반적인 시장의 관심은 높은편",SK스퀘어 홈페이지 IR자료실 20240703
20240703,1.05,67.9,0.1,이사회,2024년 제1차 임시주주총회 소집 결의,?,L,"Direction: 별도 기준 본사의 일반적인 사항
Importance: 주가 방향성에는 영향이 제한적이나 일반적인 시장의 관심은 높은편",SK스퀘어 홈페이지 IR자료실 20240703
20240729,1.44,67,0.1,증권사리포트,현대차증권 목표주가 110000원으로 유지 (매수 유지),?,L,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",현대차증권 리포트 20240820
20240729,1.44,67,0.1,증권사리포트,"현대차증권 SK스퀘어 커버리지 개시 (BUY, TP 110,000원)",+,H,"Direction: 투자의견 매수, 목표주가 신규 제시
Importance: Initiation Report",현대차증권 리포트 20240729
20240729,1.44,67,0.1,증권사리포트,현대차증권 목표주가 11만원 제시 (BUY),+,M,"Direction: 투자의견 매수, 목표주가 신규 제시
Importance: Initiation Report",현대차증권 리포트 20250711
20240801,-3.36,67.2,1,NAV 할인율,24년 8월 현재 NAV 할인율 69%로 증가 (2Q24 67% 대비),-,M,"Direction: 별도 기준 본사의 일반적 사항
Importance: SK스퀘어 주가의 저평가 현황을 조명",대신증권 리포트 20240814
20240813,0.91,67.7,0.5,실적발표,"SK스퀘어, 2024년 2분기 실적 발표",?,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK스퀘어 홈페이지 뉴스룸 20240813
20240813,0.91,67.7,0.5,실적발표,Q2 ’24 Portfolio Update,?,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK스퀘어 홈페이지 IR자료실 20240813
20240813,0.91,67.7,0.5,SK하이닉스,SK하이닉스 주가 7월 11일 고점 이후 24.5% 하락,-,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",SK증권 리포트 20240814
20240814,5.65,66.6,-1.1,SK하이닉스,반도체 업황 개선 및 SK하이닉스 주가 상승으로 NAV 증가,+,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",대신증권 리포트 20240814
20240814,5.65,66.6,-1.1,증권사리포트,"대신증권 SK스퀘어 목표주가 96,000원 및 매수 투자의견 유지",?,M,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",대신증권 리포트 20240814
20240814,5.65,66.6,-1.1,Harvest,크래프톤 지분 유동화로 2.6천억원 확보 (2Q24 재무 반영),+,M,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",대신증권 리포트 20240814
20240814,5.65,66.6,-1.1,증권사리포트,"SK증권 목표주가 94,000원으로 책정 (매수 시작)",+,M,"Direction: 투자의견 매수, 목표주가 신규 제시
Importance: Initiation Report",SK증권 리포트 20260519
20240814,5.65,66.6,-1.1,실적발표,"2Q24 영업수익 4.7천억(-13%yoy), OP 7.8천억(흑전) 기록 발표",+,H,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",대신증권 리포트 20240814
20240814,5.65,66.6,-1.1,실적발표,"SK스퀘어 2Q24 영업이익 7,748억원 기록 및 대폭 개선",+,H,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK증권 리포트 20240814
20240820,3.6,65.8,-0.3,실적발표,"2Q24 영업이익 7,748억원 (전년 동기 흑자전환, 전분기 대비 139% 증가)",+,H,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",현대차증권 리포트 20240820
20240930,-5.16,65.3,0.3,실적발표,"3Q24 영업이익 1조 1,620억원 기록 (전분기 대비 증가)",+,L,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK증권 리포트 20251031
20240930,-5.16,65.3,0.3,SK하이닉스,SK하이닉스 실적 턴어라운드로 SK스퀘어 연결 실적 크게 개선,+,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",BNK투자증권 리포트 20241127
20240930,-5.16,65.3,0.3,실적발표,"3Q24 누적 11번가, SK플래닛, T맵 실적 개선",+,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",대신증권 리포트 20250203
20241010,,65.9,,이사회,"2021년 주총 스톡옵션 44,619주 행사 개시",?,L,"Direction: 별도 기준 본사의 일반적인 사항
Importance: 주가 방향성에는 영향이 제한적이나 일반적인 시장의 관심은 높은편",현대차증권 리포트 20250711
20241017,2.35,66.1,0.3,자회사,SK하이닉스 지분 일부 매각으로 1.19조원 현금 확보,+,H,"Direction: SK스퀘어에 현금 유입
Importance: 주주환원 재원 및 NAV 할인율 축소 기대 요인",SK증권 리포트 20250226
20241024,-2.28,65.3,1.2,NAV 할인율,"2027년까지 NAV 할인율 50% 이하, PBR 1배 이상 목표 제시",+,H,"Direction: 별도 기준 본사의 일반적 사항
Importance: SK스퀘어 주가의 저평가 현황을 조명",BNK투자증권 리포트 20241127
20241024,-2.28,65.3,1.2,실적발표,2024년 3분기 지주 부문 실적 개선 및 자회사 적자폭 축소,+,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",BNK투자증권 리포트 20241127
20241030,-0.33,64.9,0.8,밸류업,기업가치제고계획예고(안내공시),+,H,"Direction: 정부 밸류업 정책 중에서도 SK스퀘어가 모범사례로 특히 부각되며 재평가
Importance: 밸류업 테마 내 SK스퀘어 고유의 초과 재평가 요인",SK스퀘어 홈페이지 IR자료실 20241030
20241031,-5.36,65.5,0.6,자회사,Wavve 순이용자 367만명,?,L,"Direction: 비핵심자산의 비재무지표
Importance: 비핵심자산의 일반적 사항",대신증권 리포트 20241122
20241031,-5.36,65.5,0.6,자회사,11번가 순이용자 938만명,?,L,"Direction: 비핵심자산의 비재무지표
Importance: 비핵심자산의 일반적 사항",대신증권 리포트 20241122
20241101,-1.06,65.2,-0.3,밸류업,기업가치제고계획 발표,+,H,"Direction: 정부 밸류업 정책 중에서도 SK스퀘어가 모범사례로 특히 부각되며 재평가
Importance: 밸류업 테마 내 SK스퀘어 고유의 초과 재평가 요인",현대차증권 리포트 20250711
20241108,2.48,63.6,-0.4,자회사,"SK텔레콤 1,468억원 규모 특별배당 실시 (SK스퀘어 현금 유입)",+,M,"Direction: SK스퀘어에 현금 유입
Importance: 주주환원 재원 및 NAV 할인율 축소 기대 요인",SK증권 리포트 20250226
20241114,-8.53,66.1,1.5,실적발표,Q3 ’24 Portfolio Update,?,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK스퀘어 홈페이지 IR자료실 20241114
20241114,-8.53,66.1,1.5,실적발표,"SK스퀘어, 2024년 3분기 실적 발표",?,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK스퀘어 홈페이지 뉴스룸 20241114
20241114,-8.53,66.1,1.5,실적발표,3Q24 영업이익 흑자전환 및 자회사 실적 개선,+,H,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",대신증권 리포트 20241118
20241114,-8.53,66.1,1.5,자회사,Tmap MAU 1.5천만명 최초 달성 및 고성장,+,M,"Direction: 비핵심자산의 비재무지표
Importance: 비핵심자산의 일반적 사항",대신증권 리포트 20241118
20241115,-0.89,67.2,1.1,증권사리포트,"현대차증권 목표주가 110,000원 유지 (BUY 유지)",+,M,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",현대차증권 리포트 20241115
20241115,-0.89,67.2,1.1,실적발표,"3Q24 실적 발표 (영업이익/순이익 흑자전환, SK하이닉스 기여)",+,H,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK증권 리포트 20241115
20241116,,,,증권사리포트,"대신증권 SK스퀘어 목표주가 96,000원 유지 (매수)",?,L,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",대신증권 리포트 20260526
20241118,1.55,65.7,-1.5,NAV 할인율,"NAV 할인율 64% 수준, 여전히 높은 편 지적",-,M,"Direction: 별도 기준 본사의 일반적 사항
Importance: SK스퀘어 주가의 저평가 현황을 조명",흥국증권 리포트 20241118
20241118,1.55,65.7,-1.5,자회사,"T맵, 11번가 등 관계 ICT 자회사 실적 개선 성과 가시화",+,M,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",흥국증권 리포트 20241118
20241118,1.55,65.7,-1.5,SK하이닉스,4분기 HBM3E 12단 매출 본격화 등 실적 개선세 지속 전망,+,M,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",흥국증권 리포트 20241118
20241118,1.55,65.7,-1.5,증권사리포트,"흥국증권 목표주가 120,000원(매수) 유지",?,L,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",흥국증권 리포트 20241118
20241118,1.55,65.7,-1.5,밸류업,11월 중 기업가치 제고계획 공시 계획 발표,+,H,"Direction: 정부 밸류업 정책 중에서도 SK스퀘어가 모범사례로 특히 부각되며 재평가
Importance: 밸류업 테마 내 SK스퀘어 고유의 초과 재평가 요인",흥국증권 리포트 20241118
20241118,1.55,65.7,-1.5,SK하이닉스,25년 SK하이닉스 실적 꾸준한 성장 전망,+,M,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",흥국증권 리포트 20241118
